,DATE,ATNHPIUS45300Q,"1111 N Bayshore Blvd APT D4, Clearwater, FL 33759","1404 Spring Ln, Clearwater, FL 33755","2360 Irish Ln APT 44, Clearwater, FL 33763","3455 Countryside Blvd APT 108, Clearwater, FL 33761","445 Hamden Dr APT 403, Clearwater, FL 33767","2650 Countryside Blvd APT C108, Clearwater, FL 33761","363 S McMullen Booth Rd APT 108, Clearwater, FL 33759","2451 Golden Pasture Cir, Clearwater, FL 33764","812 Willowbranch Ave, Clearwater, FL 33764","29 Acacia St, Clearwater, FL 33767","1923 N Betty Ln, Clearwater, FL 33755","2458 Florentine Way APT 68, Clearwater, FL 33763","2274 Capri Dr, Clearwater, FL 33763","2007 N Keene Rd, Clearwater, FL 33755","2460 Franciscan Dr APT 44, Clearwater, FL 33763","1540 Gulf Blvd APT 2104, Clearwater, FL 33767","2886 Green Meadow Ct, Clearwater, FL 33761","880 Mandalay Ave APT C903, Clearwater, FL 33767","1290 Gulf Blvd APT 706, Clearwater, FL 33767","2453 Brazilia Dr APT 1, Clearwater, FL 33763","1433 S Belcher Rd APT B10, Clearwater, FL 33764","2465 Northside Dr APT 1704, Clearwater, FL 33761","2804 Edenwood St, Clearwater, FL 33759","2295 Americus Blvd E APT 55, Clearwater, FL 33763","637 Harbor Is, Clearwater, FL 33767","1612 N Betty Ln, Clearwater, FL 33755","121 Island Way APT 311, Clearwater, FL 33767","2240 Terrace Dr N, Clearwater, FL 33765","4563 Great Lakes Dr S, Clearwater, FL 33762","736 Island Way APT 102, Clearwater, FL 33767","1433 S Belcher Rd APT D1, Clearwater, FL 33764","3077 Casa Del Sol Cir APT 105, Clearwater, FL 33761","2746 Via Tivoli UNIT 114B, Clearwater, FL 33764","2709 Via Cipriani UNIT 514A, Clearwater, FL 33764","227 Bayside Dr, Clearwater, FL 33767","1210 Jackson Rd, Clearwater, FL 33755","101 S Fernwood Ave, Clearwater, FL 33765","3022 Oakmont Dr, Clearwater, FL 33761","2378 Ecuadorian Way APT 38, Clearwater, FL 33763","1281 Mission Cir, Clearwater, FL 33759","2291 Gulf To Bay Blvd, Clearwater, FL 33765","618 S Crest Ave, Clearwater, FL 33756","804 Eldorado Ave, Clearwater, FL 33767","404 Palm Bluff St, Clearwater, FL 33755","2468 Florentine Way APT 60, Clearwater, FL 33763","1621 Gulf Blvd APT 108, Clearwater, FL 33767","880 Mandalay Ave APT S411, Clearwater, FL 33767","661 Poinsettia Ave APT 105, Clearwater, FL 33767","400 Island Way APT 103, Clearwater, FL 33767","1225 Grove St, Clearwater, FL 33755","1224 Palm St, Clearwater, FL 33755","701 S Madison Ave APT 414, Clearwater, FL 33756","1621 Gulf Blvd APT 1108, Clearwater, FL 33767","830 S Gulfview Blvd APT 102, Clearwater, FL 33767","1390 Gulf Blvd APT 1204, Clearwater, FL 33767","700 N Osceola Ave APT 304, Clearwater, FL 33755","2650 Countryside Blvd APT B203, Clearwater, FL 33761","2468 Florentine Way APT 52, Clearwater, FL 33763","700 S Glenwood Ave, Clearwater, FL 33756","880 Mandalay Ave APT N403, Clearwater, FL 33767","2072 Australia Way W APT 24, Clearwater, FL 33763","644 Island Way APT 405, Clearwater, FL 33767","420 N Bayshore Blvd APT 108, Clearwater, FL 33759","349 S McMullen Booth Rd APT 125, Clearwater, FL 33759","3025 Oakmont Dr, Clearwater, FL 33761","1475 Byram Dr, Clearwater, FL 33755","1345 Drew St APT 7, Clearwater, FL 33755","1860 N Fort Harrison Ave APT 104, Clearwater, FL 33755","1537 Tilley Ave, Clearwater, FL 33756","1715 N Washington Ave, Clearwater, FL 33755","820 Druid Rd S, Clearwater, FL 33756","2331 Finlandia Ln APT 57, Clearwater, FL 33763","2293 Swedish Dr APT 45, Clearwater, FL 33763","2351 Irish Ln APT 31, Clearwater, FL 33763","1180 Gulf Blvd APT 901, Clearwater, FL 33767","2361 Ecuadorian Way APT 23, Clearwater, FL 33763","2254 Norwegian Dr APT 40, Clearwater, FL 33763","10 Papaya St APT 505, Clearwater, FL 33767","3055 Casa Del Sol Cir APT 307, Clearwater, FL 33761","2675 Firestone Dr, Clearwater, FL 33761","1554 Tilley Ave, Clearwater, FL 33756","1230 Gulf Blvd APT 1704, Clearwater, FL 33767","2421 Old Coach Trl, Clearwater, FL 33765","2222 Norwegian Dr APT 46, Clearwater, FL 33763","2331 Finlandia Ln APT 15, Clearwater, FL 33763","1560 Gulf Blvd APT 1607, Clearwater, FL 33767","2400 Franciscan Dr APT 52, Clearwater, FL 33763","2371 Israeli Dr APT 61, Clearwater, FL 33763","2436 Rhodesian Dr APT 22, Clearwater, FL 33763","1609 Miller Ave, Clearwater, FL 33756","1020 Mandalay Ave, Clearwater, FL 33767","11 San Marco St APT 706, Clearwater, FL 33767","521 Mandalay Ave APT 810, Clearwater, FL 33767","2453 Brazilia Dr APT 49, Clearwater, FL 33763","2257 World Parkway Blvd W APT 63, Clearwater, FL 33763","2416 World Parkway Blvd APT 50, Clearwater, FL 33763","331 Cleveland St APT 104, Clearwater, FL 33755","1200 Gulf Blvd APT 1001, Clearwater, FL 33767","701 S Madison Ave APT 413, Clearwater, FL 33756","701 S Madison Ave APT 211, Clearwater, FL 33756","616 Wildwood Way, Clearwater, FL 33756","11 Baymont St APT 403, Clearwater, FL 33767","1180 Gulf Blvd APT 1505, Clearwater, FL 33767","1180 Gulf Blvd APT 2201, Clearwater, FL 33767","1180 Gulf Blvd APT 305, Clearwater, FL 33767","2433 Gulf To Bay Blvd, Clearwater, FL 33765","Belle Haven Dr, Clearwater, FL 33763","880 Mandalay Ave APT S302, Clearwater, FL 33767","1208 N Fort Harrison Ave, Clearwater, FL 33755","1100 S Myrtle Ave, Clearwater, FL 33756","24862 Us Highway 19 N APT 1902, Clearwater, FL 33763","2625 State Road 590 APT 2721, Clearwater, FL 33759","1284 Calusa Cir, Clearwater, FL 33755","2730 Via Tivoli UNIT 331B, Clearwater, FL 33764","1330 Parkwood St, Clearwater, FL 33755","30 Turner St APT 302, Clearwater, FL 33756","1008 La Salle St, Clearwater, FL 33755","2549 Highland Acres Dr, Clearwater, FL 33761","1575 Greenlea Dr APT 9, Clearwater, FL 33755","2431 Franciscan Dr APT 49, Clearwater, FL 33763","219 N Missouri Ave, Clearwater, FL 33755","1006 Jeffords St, Clearwater, FL 33756","701 S Madison Ave APT 514, Clearwater, FL 33756","1465 Eastfield Dr, Clearwater, FL 33764"
114,7/31/2011,167.536129,205565.7117,33842.11391,57883.41761,93987.25696,261187.4039,71202.46739,42581.86775,144080.287,228182.9661,346672.2486,208916.4161,50428.10043,105044.5813,195625.2888,104374.4404,347858.9564,303238.7435,266380.9957,299217.8983,74385.63652,38868.17043,46072.18478,71649.22797,91474.2287,705658.3357,58637.32609,59475.00217,64124.10446,85694.2637,185260.4434,56515.21333,66511.4813,220141.2757,156729.1959,580174.4578,199534.4439,98343.17261,800846.2617,53862.57239,35768.76891,2352697.058,49590.42435,1470456.603,110238.173,52606.05826,190403.7746,207911.2048,107557.6096,141902.3291,75491.36896,28648.52217,351656.4213,220643.8813,200372.12,409288.5361,183115.9926,54113.87522,57632.11478,113421.3422,142572.47,46742.32565,137881.4839,39370.77609,22952.32478,748714.8865,134698.3148,15915.84565,390692.127,77066.2,47412.46652,1444656.18,44899.43826,64668.59391,40208.45217,720066.3643,50260.56522,53946.34,701637.4904,54784.01609,223659.5152,41548.73391,192162.8943,253145.7135,71370.00261,44061.76217,677512.4191,40375.98739,63160.77696,68689.43913,56794.4387,259176.9813,423361.4943,1006384.051,52606.05826,49757.95957,35852.53652,495234.1026,607817.7687,351656.4213,152457.0478,5026.056522,603461.853,531086.6391,1905545.563,657910.7987,690077.5604,22282.18391,195346.0635,164352.0483,120457.8213,21444.50783,30323.87435,120122.7509,107725.1448,35517.46609,109065.4265,47077.39609,78406.48174,35517.46609,47915.07217,295029.5178,131850.2161,1683226.329,118447.3987
115,8/31/2011,167.4494624,205458.2159,33824.41696,57853.1488,93938.10848,261050.822,71165.2337,42559.60054,144004.9435,228063.643,346490.9643,208807.168,50401.73022,104989.6507,195522.9911,104319.8602,347677.0515,303080.1717,266241.6978,299061.4291,74346.73826,38847.84522,46048.09239,71611.76065,91426.39435,705289.3278,58606.66304,59443.90109,64090.57223,85649.45185,185163.5657,56485.66,66476.70065,220026.1578,156647.2379,579871.0689,199430.102,98291.7463,800427.4775,53834.4062,35750.06446,2351466.769,49564.49217,1469687.662,110180.5265,52578.54913,190304.2073,207802.4824,107501.3648,141828.1246,75451.89248,28633.54109,351472.5307,220528.5007,200267.34,409074.508,183020.2363,54085.57761,57601.97739,113362.0311,142497.915,46717.88283,137809.382,39350.18804,22940.32239,748323.3633,134627.8774,15907.52283,390487.8235,77025.9,47387.67326,1443900.73,44875.95913,64634.77696,40187.42609,719689.8222,50234.28261,53918.13,701270.5852,54755.36804,223542.5576,41527.00696,192062.4072,253013.3367,71332.6813,44038.72109,677158.1296,40354.8737,63127.74848,68653.51957,56764.73935,259041.4507,423140.1072,1005857.785,52578.54913,49731.93978,35833.78826,494975.1313,607499.9243,351472.5307,152377.3239,5023.428261,603146.2865,530808.9196,1904549.101,657566.7593,689716.7002,22270.53196,195243.9117,164266.1041,120394.8307,21433.29391,30308.01717,120059.9354,107668.8124,35498.89304,109008.3933,47052.77804,78365.48087,35498.89304,47890.01609,294875.2389,131781.268,1682346.125,118385.4593
116,9/30/2011,167.3628889,205354.1876,33807.29087,57823.85641,93890.54543,260918.6459,71129.20109,42538.05163,143932.0304,227948.1691,346315.5279,208701.4441,50376.21065,104936.492,195423.9933,104267.0407,347501.0146,302926.7152,266106.8935,298910.0074,74309.09478,38828.17565,46024.77717,71575.50196,91380.10304,704932.2235,58576.98913,59413.80326,64058.12168,85606.08554,185069.8131,56457.06,66443.04196,219914.7535,156567.9238,579577.4667,199329.1259,98241.97891,800022.2025,53807.14859,35731.96337,2350276.167,49539.39652,1468943.525,110124.7396,52551.92739,190207.8518,207697.2672,107446.9343,141756.3137,75413.68943,28619.04326,351294.572,220416.842,200165.94,408867.3841,182927.5689,54058.19283,57572.81217,113304.6333,142425.765,46694.22848,137739.6059,39330.26413,22928.70717,747944.4698,134559.7122,15899.46848,390290.1104,76986.9,47363.67978,1443169.649,44853.23739,64602.05087,40167.07826,719325.4265,50208.84783,53890.83,700915.5157,54727.64413,223429.3728,41505.98087,191965.1615,252885.2302,71296.56391,44016.42326,676815.2687,40334.44109,63095.78543,68618.7587,56735.99804,258910.292,422925.8615,1005348.496,52551.92739,49706.75935,35815.64478,494724.5139,607192.333,351294.572,152300.1717,5020.884783,602840.8996,530540.1587,1903584.784,657233.818,689367.4807,22259.25587,195145.0552,164182.9324,120333.872,21422.44174,30292.67152,119999.1463,107614.2972,35480.91913,108953.1998,47028.95413,78325.80261,35480.91913,47865.76826,294725.9367,131714.5441,1681494.314,118325.518
117,10/31/2011,166.576129,204378.4559,33646.65696,57549.1088,93444.42848,259678.902,70791.2337,42335.93388,143248.1435,226865.083,344670.0243,207709.808,50136.85022,104437.8907,194495.4444,103771.6202,345849.8782,301487.3717,264842.4978,297489.7491,73956.01826,38643.68522,45806.09239,71235.41399,90945.91435,701582.7678,58298.66304,59131.50109,63753.75223,85199.33185,184190.4617,56188.80667,66127.34065,218869.8378,155823.9979,576823.6289,198382.022,97775.1863,796220.9308,53551.4862,35562.18446,2339108.929,49304.01217,1461963.902,109601.4865,52302.22913,189304.0873,206710.4024,106936.4048,141082.7646,75055.36448,28483.06109,349625.4107,219369.5407,199214.86,406924.668,182058.3963,53801.33761,57299.25739,112766.2711,141749.035,46472.36283,137085.142,39143.38804,22819.76239,744390.6433,133920.3574,15823.92283,388435.6635,76621.1,47138.63326,1436312.49,44640.11913,64295.09696,39976.22609,715907.5822,49970.28261,53634.77,697585.1452,54467.60804,222367.7576,41308.76696,191053.0472,251683.6567,70957.8013,43807.28109,673599.4096,40142.7937,62795.98848,68292.71957,56466.41935,257680.0907,420916.3472,1000571.625,52302.22913,49470.57978,35645.46826,492373.8513,604307.2843,349625.4107,151576.5239,4997.028261,599976.5265,528019.3196,1894539.981,654110.9993,686091.9802,22153.49196,194217.8317,163402.8241,119762.1107,21320.65391,30148.73717,119428.9754,107102.9724,35312.33304,108435.5133,46805.49804,77953.64087,35312.33304,47638.33609,293325.5589,131088.708,1673504.765,117763.2993
118,11/30/2011,165.767,203406.1917,33486.59391,57275.33761,92999.89696,258443.5639,70454.46739,42134.53442,142566.687,225785.8461,343030.3686,206721.6961,49898.34043,103941.0613,193570.1955,103277.9604,344204.6097,300053.1435,263582.5957,296074.5383,73604.19652,38459.85043,45588.18478,70896.53464,90513.2687,698245.2157,58021.32609,58850.20217,63450.46446,84794.0237,183314.2354,55921.50667,65812.7613,217828.6357,155082.7159,574079.5778,197438.2839,97310.05261,792433.1683,53296.73239,35393.00891,2327981.378,49069.46435,1455009.083,109080.093,52053.41826,188403.5346,205727.0448,106427.6896,140411.6091,74698.31296,28347.56217,347962.1813,218325.9613,198267.16,404988.8561,181192.3126,53545.39522,57026.67478,112229.8222,141074.71,46251.28565,136433.0039,38957.17609,22711.20478,740849.4465,133283.2748,15748.64565,386587.807,76256.6,46914.38652,1429479.7,44427.75826,63989.23391,39786.05217,712501.8843,49732.56522,53379.62,694266.6104,54208.49609,221309.9152,41112.25391,190144.1743,250486.3535,70620.24261,43598.88217,670394.9791,39951.82739,62497.25696,67967.83913,56197.7987,256454.2613,418913.9743,995811.7309,52053.41826,49235.23957,35475.89652,490031.5426,601432.4887,347962.1813,150855.4478,4973.256522,597122.333,525507.4391,1885527.323,650999.2787,682828.1204,22048.10391,193293.9035,162625.4883,119192.3813,21219.22783,30005.31435,118860.8309,106593.4648,35144.34609,107919.6665,46582.83609,77582.80174,35144.34609,47411.71217,291930.1578,130465.0961,1665543.609,117203.0787
119,12/31/2011,164.956129,202401.5188,33321.19543,56992.44071,92540.54772,257167.0479,70106.47554,41926.42165,141862.5152,224670.6346,341336.0577,205700.6471,49651.88033,103427.671,192614.105,102767.8453,342504.4989,298571.1076,262280.6967,294612.1537,73240.64739,38269.88783,45363.01359,70546.35931,90066.20152,694796.4117,57734.74457,58559.52663,63137.06709,84375.20527,182408.8015,55645.29667,65487.69598,216752.7267,154316.7244,571244.0584,196463.0879,96829.41446,788519.1471,53033.48679,35218.19418,2316482.908,48827.09826,1447822.437,108541.3198,51796.3137,187472.9634,204710.9086,105902.0172,139718.0818,74329.35972,28207.54663,346243.511,217247.596,197287.87,402988.5171,180297.3595,53280.92141,56745.00609,111675.4916,140377.9075,46022.83924,135759.1279,38764.75707,22599.02859,737190.2099,132624.9561,15670.85924,384678.3552,75879.95,46682.66489,1422419.15,44208.3187,63673.17543,39589.53913,708982.6633,49486.92391,53115.965,690837.4578,53940.74707,220216.8114,40909.19043,189205.0058,249249.1401,70271.43196,43383.53663,667083.7343,39754.49554,62188.56772,67632.12935,55920.22402,255187.571,416844.8558,990893.1732,51796.3137,48992.05467,35300.67239,487611.157,598461.8665,346243.511,150110.3359,4948.692391,594172.9998,522911.8293,1876214.242,647783.834,679455.4653,21939.20293,192339.1776,161822.2412,118603.661,21114.42087,29857.11076,118273.7482,106066.9736,34970.75957,107386.6249,46352.75207,77199.6013,34970.75957,47177.53413,290488.2434,129820.6971,1657317.082,116624.184
120,1/31/2012,164.6235484,201984.8298,33252.59626,56875.10896,92350.0322,256637.6118,69962.1456,41840.10668,141570.4593,224208.0996,340633.3407,205277.166,49549.66077,103214.7419,192217.5655,102556.2746,341799.3764,297956.4319,261740.733,294005.6284,73089.86505,38191.10066,45269.62363,70401.12377,89880.78,693366.0171,57615.88462,58438.96868,63007.08525,84201.49995,182033.272,55530.73832,65352.87484,216306.4925,153999.0287,570068.0241,196058.6245,96630.06934,786895.8032,52924.30544,35145.68962,2311713.908,48726.5767,1444841.769,108317.8631,51689.67934,187087.0082,204289.4652,105683.9941,139430.4408,74176.33602,28149.47505,345530.6909,216800.343,196881.7086,402158.8746,179926.1768,53171.23066,56628.18374,111445.5825,140088.908,45928.09088,135479.6373,38684.9511,22552.50341,735672.5381,132351.9178,15638.59725,383886.4084,75723.73407,46586.55813,1419490.78,44117.30593,63542.08989,39508.03516,707523.0631,49385.04396,53006.61385,689415.2136,53829.69791,219763.4456,40824.96967,188815.4847,248736.0047,70126.76242,43294.22187,665710.3925,39672.65198,62060.53857,67492.89341,55805.09967,254662.21,415986.6869,988853.1968,51689.67934,48891.19352,35227.99802,486607.2998,597229.7982,345530.6909,149801.3,4938.504396,592949.7611,521835.2978,1872351.633,646450.2254,678056.6535,21894.03615,191943.2042,161489.0937,118359.4887,21070.95209,29795.64319,118030.2551,105848.6109,34898.7644,107165.5454,46257.32451,77040.66857,34898.7644,47080.40857,289890.208,129553.432,1653905.122,116384.0869
121,2/29/2012,164.3075862,201613.3589,33191.44132,56770.50978,92180.19099,256165.6288,69833.47802,41763.15842,141310.0967,223795.7578,340006.8809,204899.6402,49458.53385,103024.9193,191864.0577,102367.6631,341170.7722,297408.4593,261259.3648,293464.9218,72955.44527,38120.8633,45186.36813,70271.64886,89715.48,692090.8457,57509.92308,58331.49341,62891.20874,84046.64473,181698.4941,55428.61158,65232.68418,215908.6826,153715.8087,569019.6103,195698.0525,96452.3567,785448.6208,52826.9722,35081.05308,2307462.428,48636.96352,1442184.557,108118.6554,51594.6167,186742.9359,203913.7558,105489.6303,139174.0138,74039.91811,28097.70527,344895.2244,216401.6248,196519.6229,401419.2631,179595.2741,53073.4433,56524.03868,111240.6226,139831.2701,45843.6244,135230.4763,38613.80549,22511.02703,734319.5607,132108.509,15609.83626,383180.4018,75584.47033,46500.88066,1416880.191,44036.16967,63425.22945,39435.37582,706221.8554,49294.21978,52909.12923,688147.3081,53730.69956,219359.278,40749.88835,188468.2336,248278.5536,69997.79209,43214.59934,664486.0826,39599.68989,61946.40286,67368.76703,55702.46835,254193.86,415221.6446,987034.5941,51594.6167,48801.27758,35163.21011,485712.3789,596131.4312,344895.2244,149525.8,4929.421978,591859.2655,520875.589,1868908.186,645261.3369,676809.6376,21853.77077,191590.2009,161192.0987,118141.8134,21032.20044,29740.84593,117813.1853,105653.9444,34834.58198,106968.4569,46172.25253,76898.98286,34834.58198,46993.82286,289357.0701,129315.1699,1650863.42,116170.0446
122,3/31/2012,163.9902151,201216.2693,33126.06879,56658.69687,91998.63659,255661.0953,69695.93681,41680.90339,141031.778,223354.9787,339337.2171,204496.0781,49361.12231,102822.0056,191486.1699,102166.0438,340498.816,296822.6956,260744.7989,292886.9251,72811.75516,38045.78198,45097.37088,70133.24465,89538.78,690727.7314,57396.65385,58216.60604,62767.34074,83881.10984,181340.6281,55319.44161,65104.20451,215483.4376,153413.0562,567898.8922,195312.6135,96262.38802,783901.6328,52722.92632,35011.95885,2302917.743,48541.17011,1439344.088,107905.7092,51492.99802,186375.1346,203512.1355,105281.8622,138899.9023,73894.09207,28042.36516,344215.9326,215975.4089,196132.5657,400628.6438,179241.5504,52968.91198,56412.71121,111021.5276,139555.8641,45753.33264,134964.1318,38537.7533,22466.69022,732873.2744,131848.3134,15579.09176,382425.7051,75435.6022,46409.2944,1414089.56,43949.4378,63300.30967,39357.70549,704830.9092,49197.13187,52804.92154,686791.9609,53624.87374,218927.2368,40669.62901,188097.0342,247789.5542,69859.92725,43129.4856,663177.3376,39521.69593,61824.39571,67236.08022,55592.75901,253693.21,414403.8408,985090.5704,51492.99802,48705.16055,35093.95407,484755.7393,594957.3147,344215.9326,149231.3,4919.713187,590693.5633,519849.6934,1865227.26,643990.4562,675476.6205,21810.72846,191212.8525,160874.6212,117909.126,20990.77626,29682.26956,117581.1452,105445.8526,34765.97319,106757.7762,46081.31352,76747.52571,34765.97319,46901.26571,288787.1641,129060.4759,1647611.946,115941.2408
123,4/30/2012,165.517,203068.6348,33431.0222,57180.28797,92845.56165,258014.6713,70337.5467,42064.61126,142330.0945,225411.1497,342461.1024,206378.637,49815.53308,103768.5689,193248.9616,103106.5685,343633.3948,299555.1989,263145.1747,295583.1963,73482.04879,38396.02549,45512.53022,70778.88033,90363.06,697086.4629,57925.03846,58752.53901,63345.16706,84653.30621,183010.0215,55828.70374,65703.54363,217467.1444,154825.3528,573126.8805,197110.6309,97148.56451,791118.1086,53208.28533,35334.27346,2324118.043,48988.03253,1452594.465,108899.0723,51967.03451,188090.8749,205385.6364,106251.0705,140178.5931,74574.34952,28300.51879,347384.7307,217963.6447,197938.1314,404316.7685,180891.6201,53456.53549,56932.0378,112043.5744,140840.5935,46174.53066,136206.5904,38892.52582,22673.51505,739619.9911,133062.0884,15722.51044,385946.2563,76130.05055,46836.5311,1427107.448,44354.02945,63883.04242,39720.02637,711319.4723,49650.03297,53291.03538,693114.4602,54118.53593,220942.6467,41044.02725,189828.626,250070.666,70503.04681,43526.5289,669282.4444,39885.52648,62393.54143,67855.04505,56104.53725,256028.67,418218.7777,994159.1601,51967.03451,49153.53264,35417.02352,489218.3248,600434.3987,347384.7307,150605.1,4965.003297,596131.3958,524635.3484,1882398.25,649918.9315,681694.9526,22011.51462,192973.1281,162355.6078,118994.579,21184.01407,29955.51989,118663.5788,106416.5707,35086.0233,107740.5715,46505.53088,77454.05143,35086.0233,47333.03143,291445.6935,130248.5865,1662779.604,117008.5777
124,5/31/2012,167.1087097,205062.4424,33759.2611,57741.70648,93757.15582,260547.9607,71028.14835,42477.61813,143727.5473,227624.3248,345823.5199,208404.9435,50304.64154,104787.4095,195146.3558,104118.9092,347007.3224,302496.3495,265728.8374,298485.3481,74203.5244,38773.01275,45959.39011,71473.81516,91250.28,703930.7314,58493.76923,59329.39451,63967.11478,85484.4656,184806.8858,56376.85187,66348.64681,219602.3222,156345.4889,578754.0653,199045.9404,98102.40725,798885.6168,53730.70516,35681.19923,2346937.147,49469.01626,1466856.607,109968.2862,52477.26725,189937.6249,207402.1932,107294.2853,141554.9215,75306.54976,28578.3844,350795.4903,220103.6974,199881.5657,408286.5092,182667.6851,53981.39275,57491.0189,113143.6622,142223.4218,46627.89033,137543.9202,39274.38791,22896.13253,746881.8705,134368.5442,15876.88022,389735.6281,76877.52527,47296.39055,1441119.349,44789.51473,64510.27121,40110.01319,718303.4862,50137.51648,53814.26769,699919.7301,54649.89297,223111.9484,41447.01363,191692.438,252525.958,71195.27341,43953.88945,675853.7222,40277.13824,63006.14571,68521.27253,56655.39363,258542.46,422325.0138,1003920.205,52477.26725,49636.14132,35764.76176,494021.6624,606329.6993,350795.4903,152083.8,5013.751648,601984.4479,529786.4242,1900880.375,656300.0908,688388.1013,22227.63231,194867.8141,163949.6789,120162.9145,21392.00703,30249.63495,119828.6644,107461.4103,35430.51165,108798.4108,46962.14044,78214.52571,35430.51165,47797.76571,294307.2218,131527.4182,1679105.427,118157.4138
125,6/30/2012,168.697,206991.9336,34076.91165,58285.01473,94639.34374,262999.531,71696.47253,42877.3022,145079.9209,229766.1073,349077.4724,210365.8853,50777.97231,105773.3842,196982.5437,105098.5938,350272.4136,305342.6242,268229.156,301293.8822,74901.72659,39137.83912,46391.83516,72146.33275,92108.88,710554.2171,59044.15385,59887.64176,64568.99967,86288.81341,186545.7866,56907.3178,66972.94022,221668.6233,157816.5884,584199.7279,200918.8207,99025.48088,806402.5602,54236.27275,36016.93385,2369020.15,49934.4844,1480658.681,111003.0092,52971.04088,191724.8024,209353.6998,108303.8479,142886.8523,76015.13064,28847.28659,354096.2255,222174.716,201762.3086,412128.1938,184386.4576,54489.31912,58031.96835,114208.2633,143561.6426,47066.62549,138838.1103,39643.93187,23111.56879,753909.4958,135632.8563,16026.27033,393402.7622,77600.88791,47741.41582,1454679.253,45210.95209,65117.26681,40487.41978,725062.2092,50609.27473,54320.62154,706505.4752,55164.10945,225211.2725,41837.00044,193496.127,254902.047,71865.17011,44367.46418,682213.0233,40656.11736,63598.98857,69166.00879,57188.48044,260975.16,426298.7908,1013366.378,52971.04088,50103.18198,36101.28264,498670.0536,612034.829,354096.2255,153514.8,5060.927473,607648.6919,534771.3363,1918766.302,662475.4062,694865.342,22436.77846,196701.3811,165492.3284,121293.5618,21593.29055,30534.26242,120956.1666,108472.5455,35763.88747,109822.1262,47404.02066,78950.46857,35763.88747,48247.50857,297076.4426,132764.9974,1694904.611,119269.1908
126,7/31/2012,169.4951613,207980.5011,34239.6587,58563.37663,95091.32935,264255.5837,72038.88587,43082.0788,145772.8043,230863.4413,350744.6226,211370.5663,51020.48152,106278.5446,197923.3076,105600.5315,351945.2707,306800.9022,269510.1848,302732.8239,75259.44783,39324.75652,46613.39674,72490.89457,92548.78043,713947.7348,59326.1413,60173.65761,64877.3731,86700.91793,187436.7059,57179.1,67292.79457,222727.2848,158570.3005,586989.7924,201878.3837,99498.41413,810253.8375,54495.29837,36188.9462,2380334.292,50172.96522,1487730.121,111533.1457,53224.02391,192640.456,210353.5467,108821.0935,143569.262,76378.16935,28985.05761,355787.3446,223235.7946,202725.9,414096.4663,185267.0641,54749.55326,58309.12174,114753.7076,144247.275,47291.40978,139501.1837,39833.2663,23221.94674,757510.0728,136280.6217,16102.80978,395281.6043,77971.5,47969.42283,1461626.618,45426.87391,65428.2587,40680.78261,728525.0152,50850.97826,54580.05,709879.6565,55427.5663,226286.8533,42036.8087,194420.2402,256119.4272,72208.38913,44579.35761,685471.187,40850.28587,63902.72935,69496.33696,57461.60543,262221.5446,428334.7402,1018206.088,53224.02391,50342.46848,36273.69783,501051.6391,614957.8304,355787.3446,154247.9674,5085.097826,610550.7457,537325.337,1927930.089,665639.3054,698183.9315,22543.9337,197640.8022,166282.6989,121872.8446,21696.41739,30680.09022,121533.838,108990.5967,35934.6913,110346.6228,47630.4163,79327.52609,35934.6913,48477.93261,298495.2424,133399.0663,1702999.262,119838.8054
127,8/31/2012,170.2651613,208935.5605,34396.88935,58832.30332,95527.99467,265469.0618,72369.69293,43279.9144,146442.2022,231923.5807,352355.2638,212341.1932,51254.77076,106766.5823,198832.1838,106085.4558,353561.4253,308209.7511,270747.7924,304122.992,75605.04391,39505.33826,46827.44837,72823.77728,92973.77022,717226.2274,59598.57065,60449.9788,65175.29405,87099.05397,188297.4269,57441.67,67601.80728,223750.0624,159298.4653,589685.2862,202805.4218,99955.31707,813974.5738,54745.54418,36355.1281,2391264.936,50403.36261,1494561.87,112045.3128,53468.43196,193525.073,211319.5034,109320.8067,144228.541,76728.90267,29118.1588,357421.1423,224260.9073,203656.83,415998.0232,186117.8221,55000.96663,58576.88087,115280.6638,144909.6675,47508.57489,140141.7818,40016.18315,23328.58337,760988.6064,136906.4309,16176.75489,397096.7622,78329.55,48189.70141,1468338.499,45635.47696,65728.70935,40867.5913,731870.4476,51084.48913,54830.685,713139.4683,55682.09315,227325.9766,42229.84435,195313.0301,257295.5436,72539.97457,44784.0688,688618.9135,41037.87293,64196.17467,69815.46848,57725.47272,263425.6823,430301.6801,1022881.754,53468.43196,50573.64424,36440.26891,503352.4996,617781.7552,357421.1423,154956.2837,5108.448913,613354.4328,539792.7685,1936783.265,668695.9627,701390.0358,22647.45685,198548.3811,167046.2795,122432.4923,21796.0487,30820.97511,122091.929,109491.0884,36099.70565,110853.3414,47849.13815,79691.80304,36099.70565,48700.5463,299865.9512,134011.6432,1710819.541,120389.1127
